image,curl_type,thickness,density,part_position,part_shape
Frame00245-org.jpg,wavy,medium,medium,3,unknown
Frame00833-org.jpg,wavy,thick,dense,3,straight
Frame00768-org.jpg,wavy,medium,medium,3,unknown
Frame00719-org.jpg,wavy,thick,dense,3,unknown
Frame00453-org.jpg,wavy,medium,dense,3,unknown
Frame00753-org.jpg,wavy,medium,dense,3,unknown
Frame00304-org.jpg,wavy,thick,dense,3,unknown
Frame00724-org.jpg,wavy,medium,medium,3,unknown
Frame00905-org.jpg,wavy,medium,medium,3,straight
Frame00633-org.jpg,wavy,thick,dense,3,unknown
Frame00979-org.jpg,wavy,medium,dense,3,unknown
Frame00898-org.jpg,wavy,medium,medium,1,straight
Frame01036-org.jpg,wavy,medium,medium,3,unknown
Frame00872-org.jpg,wavy,thick,dense,3,unknown
Frame00895-org.jpg,wavy,thick,dense,3,unknown
Frame00629-org.jpg,wavy,thick,medium,5,straight
Frame00939-org.jpg,wavy,medium,medium,3,straight
Frame00156-org.jpg,wavy,thick,medium,3,straight
Frame00602-org.jpg,wavy,medium,medium,3,unknown
Frame00410-org.jpg,wavy,medium,dense,5,straight
Frame00382-org.jpg,wavy,thick,sparse,3,unknown
Frame00611-org.jpg,wavy,thick,dense,3,unknown
Frame00402-org.jpg,wavy,medium,dense,3,unknown
Frame00816-org.jpg,wavy,thick,medium,3,unknown
Frame00658-org.jpg,wavy,thick,dense,3,unknown
Frame00099-org.jpg,wavy,medium,medium,3,unknown
Frame00774-org.jpg,wavy,thick,dense,3,unknown
Frame00127-org.jpg,wavy,medium,medium,1,curved
Frame00143-org.jpg,wavy,thick,dense,3,unknown
Frame00162-org.jpg,wavy,thick,medium,3,straight
Frame00717-org.jpg,wavy,thick,medium,3,curved
Frame01038-org.jpg,wavy,medium,medium,3,unknown
Frame00193-org.jpg,wavy,medium,medium,3,unknown
Frame00460-org.jpg,wavy,medium,dense,1,unknown
Frame00076-org.jpg,wavy,thick,medium,3,unknown
Frame00283-org.jpg,wavy,medium,dense,3,unknown
Frame00610-org.jpg,wavy,medium,dense,3,straight
Frame00313-org.jpg,wavy,medium,medium,1,straight
Frame00248-org.jpg,wavy,thick,dense,3,unknown
Frame01043-org.jpg,wavy,thick,medium,3,unknown
Frame00623-org.jpg,wavy,medium,dense,3,curved
Frame00426-org.jpg,wavy,medium,medium,3,unknown
Frame00944-org.jpg,wavy,thick,dense,3,unknown
Frame00863-org.jpg,wavy,thick,dense,3,unknown
Frame00538-org.jpg,wavy,thick,medium,5,straight
Frame00842-org.jpg,wavy,thick,dense,3,unknown
Frame00532-org.jpg,wavy,medium,sparse,3,unknown
Frame00648-org.jpg,wavy,thick,sparse,3,unknown
Frame01046-org.jpg,wavy,thick,dense,3,unknown
Frame00973-org.jpg,wavy,medium,dense,1,straight
Frame00327-org.jpg,wavy,thick,dense,3,unknown
Frame00865-org.jpg,wavy,medium,medium,3,unknown
Frame00166-org.jpg,wavy,thick,dense,3,straight
Frame00152-org.jpg,wavy,thick,medium,3,straight
Frame00350-org.jpg,wavy,thick,medium,3,unknown
Frame00429-org.jpg,wavy,medium,medium,3,straight
Frame00434-org.jpg,wavy,medium,medium,3,unknown
Frame00752-org.jpg,wavy,medium,medium,3,unknown
Frame00029-org.jpg,wavy,medium,medium,3,unknown
Frame00751-org.jpg,wavy,thick,dense,3,unknown
Frame00225-org.jpg,wavy,thick,dense,3,unknown
Frame00953-org.jpg,wavy,medium,medium,3,unknown
Frame00400-org.jpg,wavy,medium,medium,3,unknown
Frame00181-org.jpg,wavy,thick,dense,3,straight
Frame00362-org.jpg,wavy,medium,medium,3,straight
Frame00331-org.jpg,wavy,medium,medium,3,unknown
Frame00059-org.jpg,wavy,medium,medium,3,unknown
Frame00966-org.jpg,wavy,medium,dense,3,unknown
Frame00606-org.jpg,wavy,medium,medium,3,straight
Frame00567-org.jpg,wavy,thick,dense,3,unknown
Frame00230-org.jpg,wavy,medium,medium,3,unknown
Frame00175-org.jpg,wavy,thick,medium,3,unknown
Frame00369-org.jpg,wavy,thick,dense,3,unknown
Frame01031-org.jpg,straight,thick,sparse,3,unknown
Frame00148-org.jpg,straight,thick,sparse,3,unknown
Frame00837-org.jpg,wavy,thick,medium,3,unknown
Frame00125-org.jpg,wavy,medium,medium,3,unknown
Frame00855-org.jpg,wavy,thick,medium,5,straight
Frame00796-org.jpg,wavy,thick,dense,3,unknown
Frame00987-org.jpg,wavy,medium,medium,3,unknown
Frame00985-org.jpg,wavy,thick,sparse,3,unknown
Frame00504-org.jpg,wavy,medium,medium,1,curved
Frame00023-org.jpg,wavy,thick,medium,3,unknown
Frame00270-org.jpg,wavy,medium,medium,3,unknown
Frame00961-org.jpg,wavy,medium,dense,3,straight
Frame00393-org.jpg,wavy,thick,medium,1,curved
Frame00031-org.jpg,wavy,medium,medium,3,unknown
Frame00274-org.jpg,wavy,thick,medium,3,unknown
Frame00809-org.jpg,wavy,medium,medium,5,curved
Frame00388-org.jpg,wavy,medium,medium,3,unknown
Frame00951-org.jpg,wavy,thick,dense,3,unknown
Frame00649-org.jpg,wavy,thick,dense,3,unknown
Frame01022-org.jpg,wavy,medium,medium,3,unknown
Frame00215-org.jpg,wavy,thick,dense,3,unknown
Frame00589-org.jpg,wavy,thick,sparse,3,unknown
Frame00005-org.jpg,wavy,medium,dense,1,diagonal
Frame00329-org.jpg,wavy,thick,medium,3,unknown
Frame00338-org.jpg,wavy,medium,medium,3,unknown
Frame00332-org.jpg,wavy,thick,medium,3,unknown
Frame00272-org.jpg,wavy,thick,dense,1,straight
Frame01045-org.jpg,wavy,medium,medium,3,unknown
Frame00440-org.jpg,wavy,medium,medium,3,unknown
Frame01009-org.jpg,wavy,medium,medium,3,straight
Frame00562-org.jpg,wavy,medium,medium,3,unknown
Frame00103-org.jpg,wavy,medium,medium,3,straight
Frame00982-org.jpg,wavy,medium,dense,3,unknown
Frame01040-org.jpg,wavy,thick,sparse,3,unknown
Frame01008-org.jpg,wavy,medium,medium,3,curved
Frame00516-org.jpg,wavy,thick,medium,3,unknown
Frame00021-org.jpg,wavy,thick,medium,1,curved
Frame00346-org.jpg,wavy,thick,medium,3,unknown
Frame00041-org.jpg,wavy,medium,dense,3,straight
Frame00663-org.jpg,wavy,thick,medium,3,unknown
Frame00884-org.jpg,wavy,medium,dense,3,unknown
Frame00306-org.jpg,wavy,thick,medium,3,straight
Frame01017-org.jpg,wavy,thick,medium,3,unknown
Frame00838-org.jpg,wavy,thick,medium,3,unknown
Frame00938-org.jpg,wavy,medium,dense,3,unknown
Frame00984-org.jpg,wavy,thick,medium,3,unknown
Frame00728-org.jpg,wavy,medium,dense,3,unknown
Frame00706-org.jpg,wavy,medium,medium,3,unknown
Frame00217-org.jpg,wavy,medium,sparse,3,unknown
Frame00169-org.jpg,wavy,thick,medium,3,straight
Frame00697-org.jpg,wavy,medium,sparse,3,unknown
Frame00659-org.jpg,wavy,thick,dense,3,unknown
Frame00978-org.jpg,wavy,medium,medium,1,straight
Frame00043-org.jpg,wavy,medium,dense,3,unknown
Frame00155-org.jpg,wavy,thick,dense,3,straight
Frame00397-org.jpg,wavy,thick,dense,3,unknown
Frame00086-org.jpg,wavy,thick,medium,3,unknown
Frame00324-org.jpg,wavy,thick,medium,3,unknown
Frame00487-org.jpg,wavy,medium,dense,3,unknown
Frame00952-org.jpg,wavy,medium,dense,3,unknown
Frame00846-org.jpg,wavy,thick,medium,3,straight
Frame00149-org.jpg,wavy,medium,dense,3,unknown
Frame00039-org.jpg,wavy,thick,medium,3,unknown
Frame00065-org.jpg,wavy,medium,medium,5,straight
Frame01049-org.jpg,wavy,thick,dense,3,unknown
Frame00708-org.jpg,wavy,medium,medium,4,straight
Frame00647-org.jpg,wavy,thick,medium,1,curved
Frame00933-org.jpg,wavy,thick,medium,3,unknown
Frame00913-org.jpg,wavy,thick,dense,3,unknown
Frame00277-org.jpg,wavy,thick,dense,3,unknown
Frame00398-org.jpg,wavy,thick,medium,1,straight
Frame00121-org.jpg,wavy,medium,medium,3,unknown
Frame00758-org.jpg,wavy,thick,dense,3,unknown
Frame00661-org.jpg,wavy,thick,dense,3,unknown
Frame00196-org.jpg,wavy,thick,medium,3,unknown
Frame00188-org.jpg,wavy,thick,dense,3,unknown
Frame00959-org.jpg,wavy,medium,dense,3,unknown
Frame00700-org.jpg,wavy,thick,medium,3,unknown
Frame00081-org.jpg,wavy,medium,medium,3,unknown
Frame00406-org.jpg,wavy,thick,sparse,2,unknown
Frame00484-org.jpg,wavy,medium,dense,5,curved
Frame00581-org.jpg,wavy,medium,medium,5,unknown
Frame00222-org.jpg,wavy,thick,medium,3,unknown
Frame00547-org.jpg,wavy,medium,medium,3,unknown
Frame00055-org.jpg,wavy,thick,medium,3,straight
Frame00240-org.jpg,wavy,thick,dense,3,unknown
Frame00212-org.jpg,wavy,medium,medium,3,unknown
Frame00418-org.jpg,wavy,medium,medium,3,unknown
Frame00495-org.jpg,wavy,medium,medium,3,unknown
Frame00948-org.jpg,wavy,medium,dense,3,unknown
Frame00325-org.jpg,wavy,thick,medium,3,unknown
Frame00575-org.jpg,wavy,thick,dense,3,unknown
Frame00993-org.jpg,wavy,medium,sparse,3,straight
Frame00176-org.jpg,wavy,thick,medium,3,straight
Frame00371-org.jpg,wavy,medium,medium,3,unknown
Frame00372-org.jpg,wavy,thick,medium,3,unknown
Frame00208-org.jpg,wavy,thick,dense,3,unknown
Frame00220-org.jpg,wavy,medium,dense,3,unknown
Frame00688-org.jpg,wavy,medium,medium,3,unknown
Frame00922-org.jpg,wavy,medium,dense,1,straight
Frame00384-org.jpg,wavy,medium,medium,1,straight
Frame00722-org.jpg,wavy,medium,medium,3,unknown
Frame00749-org.jpg,wavy,medium,dense,3,unknown
Frame00756-org.jpg,wavy,thick,dense,3,unknown
Frame00878-org.jpg,wavy,medium,medium,1,curved
Frame00403-org.jpg,wavy,thick,dense,3,unknown
Frame00467-org.jpg,wavy,thick,dense,3,unknown
Frame00266-org.jpg,wavy,thick,dense,3,unknown
Frame00302-org.jpg,wavy,thick,medium,3,unknown
Frame00548-org.jpg,wavy,medium,dense,3,unknown
Frame00470-org.jpg,wavy,thick,medium,3,unknown
Frame00660-org.jpg,wavy,medium,medium,3,unknown
Frame00139-org.jpg,wavy,medium,medium,3,unknown
Frame00420-org.jpg,wavy,medium,medium,3,unknown
Frame00667-org.jpg,wavy,medium,medium,3,unknown
Frame00486-org.jpg,wavy,thick,medium,3,unknown
Frame00783-org.jpg,wavy,medium,dense,3,unknown
Frame00761-org.jpg,wavy,medium,dense,3,unknown
Frame00989-org.jpg,wavy,thick,medium,3,unknown
Frame00592-org.jpg,wavy,medium,medium,3,unknown
Frame00480-org.jpg,wavy,thick,dense,3,unknown
Frame00712-org.jpg,wavy,thick,dense,3,unknown
Frame00535-org.jpg,wavy,medium,medium,3,unknown
Frame00423-org.jpg,wavy,thick,dense,3,unknown
Frame00636-org.jpg,wavy,thick,dense,3,unknown
Frame00525-org.jpg,wavy,thick,dense,3,unknown
Frame00746-org.jpg,wavy,thick,dense,3,unknown
Frame00004-org.jpg,wavy,medium,medium,3,unknown
Frame00213-org.jpg,wavy,medium,medium,3,unknown
Frame00386-org.jpg,wavy,thick,medium,3,unknown
Frame00662-org.jpg,wavy,thick,medium,3,unknown
Frame00045-org.jpg,wavy,thick,dense,3,unknown
Frame00462-org.jpg,wavy,thick,dense,3,unknown
Frame00019-org.jpg,wavy,thick,medium,1,straight
Frame00947-org.jpg,wavy,medium,dense,3,unknown
Frame00814-org.jpg,wavy,thick,dense,3,unknown
Frame00651-org.jpg,wavy,thick,medium,1,diagonal
Frame00058-org.jpg,wavy,thick,medium,3,unknown
Frame01023-org.jpg,wavy,medium,sparse,3,unknown
Frame00204-org.jpg,wavy,medium,medium,5,straight
Frame00385-org.jpg,wavy,thick,medium,3,unknown
Frame00074-org.jpg,wavy,medium,medium,3,unknown
Frame00646-org.jpg,wavy,medium,medium,5,straight
Frame00126-org.jpg,wavy,medium,dense,1,straight
Frame00116-org.jpg,wavy,medium,dense,3,unknown
Frame00853-org.jpg,wavy,thick,dense,5,curved
Frame00923-org.jpg,wavy,medium,medium,3,straight
Frame00311-org.jpg,wavy,thick,dense,3,unknown
Frame00788-org.jpg,wavy,thick,dense,1,diagonal
Frame00280-org.jpg,wavy,medium,medium,5,straight
Frame00940-org.jpg,wavy,medium,medium,3,unknown
Frame00210-org.jpg,wavy,medium,medium,1,straight
Frame00414-org.jpg,wavy,thick,dense,3,unknown
Frame00867-org.jpg,wavy,medium,dense,3,unknown
Frame01027-org.jpg,straight,thick,sparse,3,unknown
Frame00201-org.jpg,wavy,thick,medium,5,straight
Frame00775-org.jpg,wavy,medium,medium,3,unknown
Frame00995-org.jpg,wavy,thick,medium,3,unknown
Frame00237-org.jpg,straight,thick,sparse,3,straight
Frame00784-org.jpg,wavy,thick,dense,5,straight
Frame00257-org.jpg,wavy,medium,dense,3,unknown
Frame00847-org.jpg,straight,thick,sparse,3,unknown
Frame00085-org.jpg,wavy,medium,sparse,3,unknown
Frame00675-org.jpg,wavy,medium,dense,3,unknown
Frame00370-org.jpg,wavy,thick,dense,3,unknown
Frame00536-org.jpg,wavy,medium,dense,3,unknown
Frame00790-org.jpg,wavy,medium,medium,3,curved
Frame00068-org.jpg,wavy,medium,medium,3,unknown
Frame00737-org.jpg,wavy,thick,medium,1,straight
Frame00072-org.jpg,wavy,thick,dense,5,curved
Frame00781-org.jpg,wavy,thick,dense,3,unknown
Frame00755-org.jpg,wavy,thick,dense,3,unknown
Frame00424-org.jpg,wavy,medium,medium,3,unknown
Frame00937-org.jpg,wavy,medium,medium,3,unknown
Frame00095-org.jpg,wavy,thick,medium,3,unknown
Frame00466-org.jpg,wavy,thick,medium,3,unknown
Frame00773-org.jpg,wavy,thick,medium,3,unknown
Frame00511-org.jpg,wavy,medium,dense,3,unknown
Frame00820-org.jpg,wavy,medium,medium,2,straight
Frame00209-org.jpg,wavy,medium,medium,1,straight
Frame00049-org.jpg,wavy,thick,dense,3,unknown
Frame00981-org.jpg,wavy,medium,medium,3,unknown
Frame00968-org.jpg,wavy,medium,dense,3,unknown
Frame00965-org.jpg,wavy,medium,dense,5,diagonal
Frame00604-org.jpg,wavy,thick,dense,3,unknown
Frame00056-org.jpg,wavy,thick,sparse,3,unknown
Frame00294-org.jpg,straight,thick,sparse,3,unknown
Frame00278-org.jpg,wavy,medium,medium,3,straight
Frame01048-org.jpg,wavy,medium,medium,5,straight
Frame00288-org.jpg,wavy,medium,dense,1,straight
Frame00336-org.jpg,wavy,thick,dense,3,straight
Frame00290-org.jpg,wavy,thick,medium,3,unknown
Frame00195-org.jpg,wavy,thick,dense,3,unknown
Frame00427-org.jpg,wavy,medium,medium,3,unknown
Frame00301-org.jpg,wavy,thick,medium,3,unknown
Frame00425-org.jpg,wavy,medium,medium,3,unknown
Frame00686-org.jpg,wavy,medium,dense,3,unknown
Frame00734-org.jpg,wavy,thick,dense,3,unknown
Frame00569-org.jpg,wavy,thick,medium,3,unknown
Frame00726-org.jpg,wavy,thick,medium,3,unknown
Frame00931-org.jpg,wavy,medium,medium,4,straight
Frame00340-org.jpg,wavy,thick,dense,3,straight
Frame00578-org.jpg,wavy,medium,medium,3,unknown
Frame00704-org.jpg,wavy,thick,dense,3,unknown
Frame00221-org.jpg,wavy,medium,medium,3,unknown
Frame00918-org.jpg,wavy,medium,medium,3,unknown
Frame00510-org.jpg,wavy,medium,medium,3,unknown
Frame00390-org.jpg,wavy,medium,medium,3,unknown
Frame00092-org.jpg,wavy,medium,medium,3,unknown
Frame00676-org.jpg,wavy,medium,medium,3,unknown
Frame00507-org.jpg,wavy,medium,medium,3,straight
Frame00271-org.jpg,wavy,medium,dense,3,unknown
Frame00075-org.jpg,wavy,thick,medium,1,straight
Frame00868-org.jpg,wavy,medium,medium,3,unknown
Frame00859-org.jpg,wavy,medium,medium,3,straight
Frame00157-org.jpg,wavy,thick,medium,3,straight
Frame00669-org.jpg,wavy,medium,sparse,3,unknown
Frame00242-org.jpg,wavy,medium,medium,3,unknown
Frame00791-org.jpg,wavy,medium,medium,3,straight
Frame00576-org.jpg,wavy,thick,dense,3,unknown
Frame01041-org.jpg,wavy,medium,sparse,3,unknown
Frame00489-org.jpg,wavy,medium,medium,3,unknown
Frame00082-org.jpg,wavy,medium,dense,3,unknown
Frame00179-org.jpg,wavy,thick,dense,3,unknown
Frame00572-org.jpg,wavy,thick,dense,3,unknown
Frame00764-org.jpg,wavy,thick,medium,3,unknown
Frame00104-org.jpg,wavy,medium,dense,2,straight
Frame00366-org.jpg,wavy,thick,dense,3,unknown
Frame01003-org.jpg,wavy,thick,medium,3,unknown
Frame00902-org.jpg,wavy,medium,medium,3,unknown
Frame01002-org.jpg,wavy,thick,dense,3,unknown
Frame00253-org.jpg,wavy,medium,dense,3,unknown
Frame00771-org.jpg,wavy,thick,dense,3,unknown
Frame00053-org.jpg,wavy,medium,dense,3,unknown
Frame00490-org.jpg,wavy,thick,medium,3,unknown
Frame00334-org.jpg,wavy,thick,medium,1,straight
Frame00828-org.jpg,wavy,thick,dense,3,unknown
Frame00721-org.jpg,wavy,medium,medium,3,unknown
Frame00561-org.jpg,wavy,medium,medium,3,straight
Frame00177-org.jpg,wavy,thick,medium,3,straight
Frame00632-org.jpg,wavy,medium,dense,3,unknown
Frame00033-org.jpg,wavy,medium,medium,2,diagonal
Frame00356-org.jpg,wavy,thick,medium,3,unknown
Frame00568-org.jpg,wavy,thick,dense,3,unknown
Frame00015-org.jpg,wavy,thick,medium,3,unknown
Frame00739-org.jpg,wavy,thick,sparse,3,unknown
Frame00307-org.jpg,wavy,medium,dense,3,straight
Frame00656-org.jpg,wavy,thick,medium,3,unknown
Frame00062-org.jpg,wavy,medium,dense,3,unknown
Frame00745-org.jpg,wavy,medium,medium,3,unknown
Frame00770-org.jpg,wavy,medium,medium,3,curved
Frame00972-org.jpg,wavy,medium,medium,3,unknown
Frame00310-org.jpg,wavy,thick,dense,3,unknown
Frame00740-org.jpg,wavy,medium,dense,3,unknown
Frame00451-org.jpg,wavy,thick,dense,3,unknown
Frame00163-org.jpg,wavy,thick,medium,3,straight
Frame00496-org.jpg,wavy,thick,dense,3,unknown
Frame00141-org.jpg,wavy,thick,dense,3,unknown
Frame00415-org.jpg,wavy,thick,dense,3,straight
Frame00543-org.jpg,wavy,medium,medium,5,straight
Frame00354-org.jpg,wavy,thick,medium,3,unknown
Frame00836-org.jpg,wavy,thick,medium,3,unknown
Frame00101-org.jpg,wavy,thick,sparse,3,straight
Frame00124-org.jpg,wavy,medium,medium,3,unknown
Frame01015-org.jpg,wavy,medium,dense,3,unknown
